RA,Dec,MagV,Identifier,Name,Bayer,HR,HD,IAUboundary
284.5886679,-31.03597483,6.08,HIP 93134,-,121 G. Sgr,7151,175794,Sgr
284.59877,6.239929158,6.207,HIP 93138,-,7 G. Aql,7163,176095,Aql
284.6034671,-22.52949435,6.141,HIP 93140,-,123 G. Sgr,7159,175892,Sgr
284.6157036,-52.9386275,4.838,HIP 93148,-,λ Telescopii,7134,175510,Tel
284.6518649,-60.2005479,5.14,HIP 93163,-,ω Pavonis,7127,175329,Pav
284.6807613,-37.10732798,4.85,HIP 93174,-,ϵ Coronae Australis,7152,175813,CrA
284.687731,19.79439378,6.494,HIP 93175,-,-,7171,176301,Sge
284.6941161,40.67919119,6.192,HIP 93177,-,V543 Lyr,7179,176502,Lyr
284.6955169,13.90665048,5.89,HIP 93179,-,10 Aql,7167,176232,Aql
284.7359273,32.68955574,3.25,HIP 93194,Sulafat,γ Lyrae,7178,176437,Lyr
284.7474874,50.80914299,6.338,HIP 93197,-,-,7196,176707,Dra
284.7739116,13.62224287,5.258,HIP 93203,-,11 Aql,7172,176303,Aql
284.7956846,-39.53471215,6.497,HIP 93209,-,-,7156,175855,CrA
284.8012159,39.21732247,6.403,HIP 93210,-,-,7185,176582,Lyr
284.8491751,-12.84051775,5.51,HIP 93225,-,126 G. Sgr,7166,176162,Sgr
284.8615756,-18.56643507,6.378,HIP 93234,-,125 G. Sgr,7164,176123,Sgr
284.8719516,-70.468652,6.48,HIP 93238,-,-,-,175007,Pav
284.9056516,15.06828104,4.02,HIP 93244,-,ϵ Aquilae,7176,176411,Aql
284.9395176,26.23040537,5.261,HIP 93256,-,-,7181,176527,Lyr
284.9921213,22.81451362,6.29,HIP 93270,-,V387 Vul,7183,176541,Vul
285.0034403,32.14551321,4.93,HIP 93279,-,λ Lyrae,7192,176670,Lyr
285.0148574,-66.65361638,5.971,HIP 93287,-,-,7130,175401,Pav
285.0569908,50.53346629,5.377,HIP 93299,-,LV Dra,7210,177003,Dra
285.1033886,-24.94216993,6.356,HIP 93315,-,127 G. Sgr,7168,176246,Sgr
285.1810685,55.65830085,5.513,HIP 93340,-,49 Dra,7218,177249,Dra
285.2300063,33.80215623,6.038,HIP 93354,-,-,7204,176896,Lyr
285.2679285,-37.06157399,6.4,HIP 93371,-,-,7170,176270,CrA
285.2726669,19.30956365,6.46,HIP 93374,-,-,7198,176776,Sge
285.3223201,26.29141041,5.687,HIP 93393,-,-,7202,176871,Lyr
285.3599276,46.93476319,5.006,HIP 93408,-,16 Lyr,7215,177196,Lyr
285.3896528,-15.28261763,6.32,HIP 93418,-,129 G. Sgr,7186,176593,Sgr
285.4072506,-22.69536514,6.215,HIP 93423,-,128 G. Sgr,7182,176537,Sgr
285.4201203,-5.739089505,4.02,HIP 93429,-,12 Aql,7193,176678,Aql
285.4515439,33.62126612,6.381,HIP 93437,-,-,7212,177109,Lyr
285.4559627,22.26441173,6.45,HIP 93443,-,-,7207,176971,Vul
285.529304,52.26105675,6.389,HIP 93466,-,-,7229,177483,Dra
285.5355042,-41.91050723,6.209,HIP 93470,-,-,7177,176425,CrA
285.5898604,8.373537646,6.271,HIP 93488,-,12 G. Aql,7208,176981,Aql
285.6153127,-24.84682542,5.628,HIP 93498,-,131 G. Sgr,7195,176704,Sgr
285.6530427,-29.8800633,2.59,HIP 93506,Ascella,ζ Sagittarii,7194,176687,Sgr
285.719254,19.66101188,6.094,HIP 93523,-,-,7216,177199,Sge
285.7270877,-3.698968911,5.4,HIP 93526,-,14 Aql,7209,176984,Aql
285.7658552,-19.2456835,6,HIP 93537,-,132 G. Sgr,7203,176884,Sgr
285.7786535,-42.09510567,4.725,HIP 93542,-,ζ Coronae Australis,7188,176638,CrA
285.7791564,-19.10302291,6.357,HIP 93543,-,133 G. Sgr,7205,176903,Sgr
285.8237341,-38.25314818,5.716,HIP 93552,-,V701 CrA,7197,176723,CrA
285.8734714,-68.75558106,5.861,HIP 93574,-,-,7161,175986,Pav
285.8843593,1.818734383,5.815,HIP 93580,-,13 G. Aql,7214,177178,Aql
285.9898294,-51.01860319,5.928,HIP 93624,-,-,7190,176664,Tel
286.0042373,-57.95996037,6.3,HIP 93629,-,-,-,176522,Pav
286.1044068,-31.04708057,5.482,HIP 93667,-,134 G. Sgr,7211,177074,Sgr
286.1707585,-21.74149596,3.77,HIP 93683,-,ο Sagittarii,7217,177241,Sgr
286.229856,53.3966558,5.38,HIP 93713,-,51 Dra,7251,178207,Dra
286.2403023,-4.031422544,5.394,HIP 93717,-,15 Aql,7225,177463,Aql
286.2411446,31.74407088,5.56,HIP 93718,-,-,7237,177808,Lyr
286.2428626,30.7334046,6.06,HIP 93720,-,-,7238,177809,Lyr
286.2910025,49.92316413,6.43,HIP 93733,-,-,7252,178208,Dra
286.3525334,13.86347728,2.99,HIP 93747,Okab,ζ Aquilae,7235,177724,Aql
286.4215842,-15.6604196,5.97,HIP 93763,-,138 G. Sgr,7230,177517,Sgr
286.4463651,29.92167572,6.31,HIP 93770,-,-,7244,178003,Lyr
286.5622444,-4.882562746,3.43,HIP 93805,-,λ Aquilae,7236,177756,Aql
286.5709831,41.41378211,6.496,HIP 93808,-,V550 Lyr,7258,178329,Lyr
286.5831506,-52.34091135,5.174,HIP 93815,-,ρ Telescopii,7213,177171,Tel
286.5927129,8.230003517,6.09,HIP 93820,-,R Aql,7243,177940,Aql
286.6045926,-37.06370358,6.42,HIP 93825,-,* gam CrA B,7227,177475,CrA
286.6046256,-37.0634417,4.21,HIP 93825,-,γ 1 Coronae Australis,7226,177474,CrA
286.6050612,-37.06327565,4.53,HIP 93825,-,* gam CrA A,7226,177474,CrA
286.6572264,28.62859511,5.55,HIP 93843,-,-,7253,178233,Lyr
286.6599839,24.25078289,5.79,HIP 93845,-,-,7250,178187,Vul
286.7171647,-16.2292505,6.11,HIP 93855,-,141 G. Sgr,7239,177817,Sgr
286.7186016,-37.81065928,6.16,HIP 93858,-,-,7232,177565,CrA
286.7284099,-50.32314267,6.274,HIP 93860,-,-,-,177365,Tel
286.7316957,-48.29914431,5.951,HIP 93862,-,-,7223,177406,Tel
286.735013,-27.67041564,3.31,HIP 93864,-,τ Sagittarii,7234,177716,Sgr
286.7441787,11.07122704,5.086,HIP 93867,-,18 Aql,7248,178125,Aql
286.7846942,-18.73816863,6.293,HIP 93887,-,V4198 Sgr,7241,177863,Sgr
286.8255514,36.10015902,5.253,HIP 93903,-,ι Lyrae,7262,178475,Lyr
286.8565914,32.5017602,5.22,HIP 93917,-,17 Lyr,7261,178449,Lyr
286.8785092,-28.63680068,6.027,HIP 93925,-,140 G. Sgr,7240,177846,Sgr
286.9888345,16.85338189,6.07,HIP 93966,-,-,7260,178428,Sge
287.0146774,21.69892857,6.211,HIP 93975,-,-,7263,178476,Vul
287.0572905,1.298652217,6.5,HIP 93990,-,-,-,178359,Aql
287.0606826,-24.65737031,6.3,HIP 93993,-,143 G. Sgr,7246,178075,Sgr
287.0695911,-19.29028832,5.49,HIP 93996,-,V4024 Sgr,7249,178175,Sgr
287.0873737,-40.49669798,4.571,HIP 94005,-,δ Coronae Australis,7242,177873,CrA
287.1074524,52.42573104,5.893,HIP 94013,-,V1762 Cyg,7275,179094,Cyg
287.2180197,-55.72042492,6.45,HIP 94054,-,-,7233,177693,Tel
287.249645,6.073217788,5.23,HIP 94068,-,19 Aql,7266,178596,Aql
287.2911728,76.56050384,5.107,HIP 94083,-,59 Dra,7312,180777,Dra
287.3680896,-37.9044744,4.087,HIP 94114,Meridiana,α Coronae Australis,7254,178253,CrA
287.415653,-39.82723609,6.435,HIP 94130,-,-,7255,178254,CrA
287.4408579,65.97851433,6.26,HIP 94140,-,55 Dra,7290,179933,Dra
287.4409705,-21.02361398,2.88,HIP 94141,Albaldah,π Sagittarii,7264,178524,Sgr
287.4506094,-19.80365836,6.11,HIP 94144,-,148 G. Sgr,7265,178555,Sgr
287.464983,-0.42811263,6.321,HIP 94149,-,25 G. Aql,7269,178744,Aql
287.4702838,-68.42444946,5.305,HIP 94150,-,-,7221,177389,Pav
287.4902167,-41.89224545,5.855,HIP 94157,-,-,7257,178322,CrA
287.5073197,-39.34079269,4.095,HIP 94160,-,β Coronae Australis,7259,178345,CrA
287.7579352,-39.00470521,6.344,HIP 94243,-,-,7268,178628,CrA
287.828402,-29.50229333,6.272,HIP 94272,-,150 G. Sgr,7270,178840,Sgr
287.8465108,40.42909621,6.188,HIP 94280,-,-,7284,179583,Lyr
287.879097,26.73587128,6.336,HIP 94290,-,-,7280,179422,Lyr
287.9190871,56.85920553,5.125,HIP 94302,-,53 Dra,7295,180006,Dra
287.9417019,31.2834566,5.932,HIP 94311,-,19 Lyr,7283,179527,Lyr
288.0209393,49.85574875,6.47,-,-,-,7293,179958,Cyg
288.1168331,-21.65838216,6.39,HIP 94372,-,151 G. Sgr,7276,179201,Sgr
288.1387557,67.66153866,3.07,HIP 94376,Altais,δ Draconis,7310,180711,Dra
288.153055,21.5545733,6.04,HIP 94382,-,-,7286,179648,Vul
288.1696324,-7.939517718,5.34,HIP 94385,-,20 Aql,7279,179406,Aql
288.1922436,-50.48641932,6.13,HIP 94398,-,-,7271,178845,Tel
288.3069497,-25.9067869,5.765,HIP 94434,-,152 G. Sgr,7277,179323,Sgr
288.3146767,-12.28258065,5.51,HIP 94437,-,153 G. Sgr,7282,179497,Sgr
288.4279216,2.293697305,5.15,HIP 94477,-,21 Aql,7287,179761,Aql
288.4334666,5.515610708,6.49,HIP 94478,-,-,7288,179791,Aql
288.4395351,39.14596601,4.398,HIP 94481,Aladfar,η Lyrae,7298,180163,Lyr
288.4796451,57.70507956,5.003,HIP 94490,-,54 Dra,7309,180610,Dra
288.6648373,-45.19352749,5.909,HIP 94556,-,-,7281,179433,CrA
288.7612104,20.20311683,6.028,HIP 94598,-,-,7299,180242,Sge
288.8223372,21.23211741,5.642,HIP 94620,-,1 Sge,7301,180317,Sge
288.8299029,50.07112153,6.31,HIP 94623,-,-,7311,180756,Cyg
288.8337093,15.08365272,5.571,HIP 94624,-,-,7300,180262,Aql
288.8535809,30.52638275,5.85,HIP 94630,-,-,7302,180450,Lyr
288.8851405,-25.25668668,4.86,HIP 94643,-,ψ Sagittarii,7292,179950,Sgr
288.8874388,73.35552175,4.45,HIP 94648,-,τ Draconis,7352,181984,Dra
288.8884586,-24.17935318,6.237,HIP 94645,Gumala,-,7291,179949,Sgr
288.8890094,18.51634774,6.457,HIP 94646,-,-,-,180377,Sge
288.9978725,27.92630174,6.153,HIP 94685,-,V473 Lyr,7308,180583,Lyr
289.05433,21.39042903,4.77,HIP 94703,-,1 Vul,7306,180554,Vul
289.0905924,-45.46602891,5.371,HIP 94712,-,-,7289,179886,Tel
289.0920557,38.13374205,4.38,HIP 94713,-,θ Lyrae,7314,180809,Lyr
289.111642,14.54461186,5.63,HIP 94720,-,-,7307,180555,Aql
289.1192169,-69.19082709,6.255,HIP 94724,-,τ Pavonis,7274,179009,Pav
289.1292976,4.834793457,5.569,HIP 94727,-,22 Aql,7303,180482,Aql
289.1365286,-33.52231673,6.25,HIP 94730,-,-,7296,180093,Sgr
289.2521717,-65.22770291,6.39,HIP 94770,-,-,-,179419,Pav
289.2757013,53.36845828,3.76,HIP 94779,-,κ Cygni,7328,181276,Cyg
289.3008145,-66.66095331,6.39,HIP 94789 ,-,-,7278,179366B,Pav
289.3010278,-66.66105143,6.1,-,-,-,7278,179366A,Pav
289.4086631,-18.95290625,4.878,HIP 94820,-,43 Sgr,7304,180540,Sgr
289.4318141,23.02553939,5.43,HIP 94827,-,2 Vul,7318,180968,Vul
289.4508077,2.031724556,6.174,HIP 94833,-,34 G. Aql,7313,180782,Aql
289.4541633,11.59542442,5.283,HIP 94834,-,ω 1 Aquilae,7315,180868,Aql
289.5407554,-53.38708665,6.362,HIP 94858,-,-,7297,180134,Tel
289.6353982,1.085128208,5.28,HIP 94885,-,23 Aql,7319,180972,Aql
289.6577995,49.56945498,6.317,HIP 94890,-,-,7341,181597,Cyg
289.7122825,0.339040996,6.404,HIP 94913,-,24 Aql,7321,181053,Aql
289.7198005,9.618068363,6.311,HIP 94916,-,37 G. Aql,7325,181122,Aql
289.7503998,-15.5365687,6.06,HIP 94929,-,163 G. Sgr,7317,180928,Sgr
289.7547876,37.44534493,6.26,HIP 94932,-,-,7338,181470,Lyr
289.9018114,54.37599519,6.231,HIP 94974,-,-,7351,181960,Cyg
289.9139501,12.37467936,5.518,HIP 94982,-,28 Aql,7331,181333,Aql
289.9166432,-35.4214593,5.579,HIP 94986,-,162 G. Sgr,7316,180885,Sgr
289.9711117,11.53496409,6.012,HIP 95002,-,ω 2 Aquilae,7332,181383,Aql
290.0668273,57.64512154,5.91,HIP 95038,-,-,7356,182190,Dra
290.1371092,-5.415768031,4.99,HIP 95066,-,26 Aql,7333,181391,Aql
290.1377332,35.18596003,6.29,HIP 95067,-,-,7346,181828,Lyr
290.1486932,-0.892159589,5.451,HIP 95073,-,27 Aql,7336,181440,Aql
290.1589506,-22.40254626,5.579,HIP 95077,-,165 G. Sgr,7327,181240,Sgr
290.1670478,65.71453187,4.59,HIP 95081,-,π Draconis,7371,182564,Dra
290.3738657,-34.98343231,6.48,HIP 95149,-,166 G. Sgr,7330,181321,Sgr
290.3979926,76.55959921,5.94,HIP 95154,-,UX Dra,-,183556,Dra
290.4046398,-19.23445707,6.26,HIP 95159,-,V4199 Sgr,7339,181558,Sgr
290.4180415,79.60283612,6.06,HIP 95167,-,-,7423,184102,Dra
290.4181661,-17.84719859,3.93,HIP 95168,-,ρ 1 Sagittarii,7340,181577,Sgr
290.4317608,-15.95501742,4.61,HIP 95176,-,υ Sagittarii,7342,181615,Sgr
290.4620644,-18.30838925,5.845,HIP 95188,-,ρ 2 Sagittarii,7344,181645,Sgr
290.5396995,-42.01602787,6.338,HIP 95211,-,167 G. Sgr,7334,181401,Sgr
290.5897837,-0.252363443,5.811,HIP 95222,-,42 G. Aql,7349,181907,Aql
290.638973,33.51816225,6.084,HIP 95235,-,-,7359,182272,Lyr
290.6572894,-51.23128052,6.42,HIP 95239,-,-,-,181295,Tel
290.65958,-44.45895838,4.01,HIP 95241,Arkab Prior,β 1 Sagittarii,7337,181454,Sgr
290.7014623,9.913150222,6.346,HIP 95253,-,44 G. Aql,7354,182101,Aql
290.7120231,26.26240759,5.192,HIP 95260,-,3 Vul,7358,182255,Vul
290.7133587,-54.42392934,5.02,HIP 95261,-,η Telescopii,7329,181296,Tel
290.7685353,-7.400617094,6.308,HIP 95281,-,43 G. Aql,7353,182038,Aql
290.8047399,-44.7997788,4.27,HIP 95294,Arkab Posterior,β 2 Sagittarii,7343,181623,Sgr
290.9455407,20.26435965,6.393,HIP 95340,-,-,7364,182422,Vul
290.9715642,-40.6159372,3.943,HIP 95347,Rukbat,α Sagittarii,7348,181869,Sgr
290.9854187,43.38816872,5.853,HIP 95352,-,-,7382,182694,Lyr
291.0228224,-68.37108682,6.336,HIP 95369,-,-,7320,181019,Pav
291.0252264,36.45209375,6.43,HIP 95370,-,-,7376,182635,Lyr
291.0315765,29.62133557,4.977,HIP 95372,-,2 Cyg,7372,182568,Cyg
291.0894725,-43.72206526,6.132,HIP 95396,-,178 G. Sgr,7350,181925,Sgr
291.0919672,16.93772139,6.247,HIP 95398,-,2 Sge,7369,182490,Sge
291.1257504,-27.86594152,6.011,HIP 95408,-,179 G. Sgr,7355,182180,Sgr
291.2563725,-4.884561099,6.499,HIP 95453,-,-,7366,182475,Aql
291.2668436,-29.30935775,5.93,HIP 95456,-,180 G. Sgr,7360,182286,Sgr
291.3187111,-24.50856711,5.009,HIP 95477,-,χ 1 Sagittarii,7362,182369,Sgr
291.3399788,-13.89711758,5.71,HIP 95485,-,184 G. Sgr,7367,182477,Sgr
291.3432982,20.27172687,6.287,HIP 95487,-,-,7384,182761,Vul
291.35,20.1833,3.6,-,-,Cl Collinder 399,-,-,Vul
291.3691778,19.79835283,5.16,HIP 95498,-,4 Vul,7385,182762,Vul
291.3735816,-23.96245367,5.43,HIP 95503,-,χ 3 Sagittarii,7363,182416,Sgr
291.3745891,3.11477947,3.36,HIP 95501,-,δ Aquilae,7377,182640,Aql
291.5380289,36.31789782,5.15,HIP 95556,-,4 Cyg,7395,183056,Cyg
291.5460109,-15.05325146,5.706,HIP 95557,-,187 G. Sgr,7378,182645,Sgr
291.5551925,20.09773463,5.591,HIP 95560,-,5 Vul,7390,182919,Vul
291.5798218,-21.77669243,5.569,HIP 95564,-,50 Sgr,7375,182629,Sgr
291.6005613,13.02380308,5.754,HIP 95572,-,-,7389,182900,Aql
291.6104047,62.55716464,6.38,HIP 95576,-,-,7413,183611,Dra
291.6195271,19.89149495,5.87,HIP 95582,-,-,7391,182955,Vul
291.6295386,0.338570805,4.72,HIP 95585,-,ν Aquilae,7387,182835,Aql
291.7353458,-29.74322714,5.644,HIP 95619,-,186 G. Sgr,7380,182681,Sgr
291.8581638,52.32043827,5.75,HIP 95656,-,ι 1 Cygni,7408,183534,Cyg
291.8912815,14.2824801,6.303,HIP 95664,-,-,7396,183144,Aql
291.9016527,37.94119642,6.34,HIP 95673,-,-,7403,183362,Lyr
291.9504891,-54.32527183,5.688,HIP 95690,-,-,7370,182509,Tel
292.0866594,2.930032942,5.839,HIP 95732,-,49 G. Aql,7397,183227,Aql
292.1763747,24.66490585,4.45,HIP 95771,Anser,α Vulpeculae,7405,183439,Vul
292.2378472,24.76868361,5.812,HIP 95785,-,8 Vul,7406,183491,Vul
292.2541123,1.950449118,5.783,HIP 95793,-,35 Aql,7400,183324,Aql
292.3250942,0.246074402,6.245,HIP 95812,-,52 G. Aql,7404,183387,Aql
292.3370738,20.27974044,6.326,HIP 95818,-,7 Vul,7409,183537,Vul
292.3423085,14.5960192,5.564,HIP 95822,-,-,7407,183492,Aql
292.3493479,-43.44519515,5.701,HIP 95823,-,189 G. Sgr,7392,183007,Sgr
292.4264926,51.72977792,3.755,HIP 95853,-,ι 2 Cygni,7420,184006,Cyg
292.4674414,-26.98560541,5.49,HIP 95865,-,193 G. Sgr,7398,183275,Sgr
292.4692095,-55.44175143,6.127,HIP 95866,-,-,7388,182893,Tel
292.5438963,2.904073243,6.042,HIP 95898,-,-,7412,183589,Aql
292.638008,3.44440563,6.082,HIP 95929,-,V923 Aql,7415,183656,Aql
292.644216,-55.11005281,6.285,HIP 95932,-,μ Telescopii,7393,183028,Tel
292.665987,-2.788887455,5.03,HIP 95937,-,36 Aql,7414,183630,Aql
292.680315,27.95967363,3.08,HIP 95947,Albireo,β 1 Cygni,7417,183912,Cyg
292.6803507,27.9596928,3.2,HIP 95947,Albireo A,* bet01 Cyg A,7417,183912,Cyg
292.6803949,27.959617,5.15,HIP 95947,Albireo B,* bet01 Cyg B,-,183913,Cyg
292.6891508,27.96527476,5.11,HIP 95951,-,β 2 Cygni,7418,183914,Cyg
292.6951186,36.22852499,6.258,HIP 95953,-,-,7419,183986,Cyg
292.725194,-21.31223702,6.13,HIP 95965,-,197 G. Sgr,7410,183545,Sgr
292.7511263,70.98934191,6.062,HIP 95978,-,-,7450,184958,Dra
292.7957114,-68.43392024,5.961,HIP 95999,-,-,7383,182709,Pav
292.8064755,55.73183515,6.369,HIP 96003,-,V1817 Cyg,7428,184398,Cyg
292.8305449,50.30670511,5.54,HIP 96014,-,-,7427,184293,Cyg
292.8400893,26.61717141,5.893,HIP 96016,-,-,7421,184010,Vul
292.9430077,34.45296873,4.72,HIP 96052,-,8 Cyg,7426,184171,Cyg
293.0583493,-44.54638402,6.48,HIP 96095,-,196 G. Sgr,-,183577,Sgr
293.0899592,69.66117661,4.68,HIP 96100,Alsafi,σ Draconis,7462,185144,Dra
293.2242663,-53.18561522,5.744,HIP 96141,-,-,7411,183552,Tel
293.2919529,60.15869107,6.29,HIP 96164,-,-,7448,184936,Dra
293.3400933,-45.27177627,5.583,HIP 96178,-,PW Tel,7416,183806,Tel
293.4233585,49.26231875,5.96,HIP 96198,-,V1743 Cyg,7442,184786,Cyg
293.4418001,5.465702709,6.48,HIP 96204,-,V450 Aql,-,184313,Aql
293.5223041,7.378940092,4.45,HIP 96229,-,μ Aquilae,7429,184406,Aql
293.5353567,-40.03463959,5.91,HIP 96234,-,V4089 Sgr,7422,184035,Sgr
293.6414226,-23.85883123,6.475,HIP 96274,-,-,-,184268,Sgr
293.6454044,19.77340063,5,HIP 96275,-,9 Vul,7437,184606,Vul
293.6719226,42.41251455,5.336,HIP 96288,-,-,7444,184875,Cyg
293.6931256,63.43417189,6.46,HIP 96297,-,-,-,185394,Dra
293.7122016,29.46296779,5.407,HIP 96302,-,9 Cyg,7441,184759,Cyg
293.7551418,52.50201661,6.38,HIP 96316,-,-,-,185114,Cyg
293.7802411,-10.56044267,5.12,HIP 96327,-,37 Aql,7430,184492,Aql
293.8041098,-48.09919905,4.879,HIP 96341,-,ι Telescopii,7424,184127,Tel
293.8547162,2.913606491,6.368,HIP 96351,-,61 G. Aql,7438,184663,Aql
293.87419,-7.460282809,6.325,HIP 96356,-,60 G. Aql,7432,184573,Aql
293.8894155,-12.25311416,6.271,HIP 96365,-,206 G. Sgr,7433,184574,Sgr
293.9512681,36.94454074,6.034,HIP 96387,-,11 Cyg,7457,185037,Cyg
293.9831077,50.2386174,6.46,HIP 96396,-,-,7465,185264,Cyg
294.0068896,-24.71908064,5.64,HIP 96406,-,51 Sgr,7431,184552,Sgr
294.0347965,22.58576228,6.319,HIP 96417,-,-,7452,184961,Vul
294.0653437,14.39106614,6.364,HIP 96428,-,-,7449,184944,Aql
294.1086484,-18.85292175,6.12,HIP 96440,-,V4333 Sgr,7439,184705,Sgr
294.1105545,50.22110139,4.48,HIP 96441,-,θ Cygni,7469,185395,Cyg
294.146,25.163,5.3,-,-,Cl Stock 1,-,-,Vul
294.1582369,44.69493377,5.169,HIP 96459,-,-,7468,185351,Cyg
294.1768057,-24.88362087,4.598,HIP 96465,-,52 Sgr,7440,184707,Sgr
294.1803238,-1.286599615,4.36,HIP 96468,-,ι Aquilae,7447,184930,Aql
294.2056583,50.19992432,6.1,-,-,V* R Cyg,-,185456,Cyg
294.2185606,11.27320065,5.975,HIP 96481,-,-,7456,185018,Aql
294.2227037,-7.027479116,4.96,HIP 96483,-,κ Aquilae,7446,184915,Aql
294.2360391,38.3838247,6.5,HIP 96491,-,-,7467,185330,Cyg
294.2639225,-18.23105477,5.642,HIP 96496,-,209 G. Sgr,7443,184835,Sgr
294.2900763,29.33370087,6.43,HIP 96503,-,-,7466,185268,Cyg
294.3224711,16.46280368,5.659,HIP 96516,-,ϵ Sagittae,7463,185194,Sge
294.3933899,-14.30179949,5.451,HIP 96536,-,212 G. Sgr,7454,184985,Sgr
294.4200674,35.0225365,6.42,HIP 96546,-,-,-,185435,Cyg
294.4471578,-4.647640283,5.68,HIP 96556,-,42 Aql,7460,185124,Aql
294.486288,49.28439633,6.46,HIP 96572,-,-,7477,185657,Cyg
294.5741245,20.78339206,6.488,HIP 96601,-,-,7472,185436,Vul
294.6081396,-57.98333711,6.187,HIP 96607,-,-,7434,184585,Pav
294.7041246,3.381526375,6.358,HIP 96630,-,67 G. Aql,7471,185423,Aql
294.79851,5.397772218,5.17,HIP 96665,-,σ Aquilae,7474,185507,Aql
294.8441913,30.15332147,4.673,HIP 96683,-,ϕ Cygni,7478,185734,Cyg
294.8555646,16.57112148,6.344,HIP 96688,-,V340 Sge,7475,185622,Sge
294.8603859,42.81826141,5.4,HIP 96693,-,14 Cyg,7483,185872,Cyg
294.8939029,45.95743845,6.245,HIP 96706,-,-,7487,185955,Cyg
294.9240808,-45.27855196,6.26,HIP 96721,-,QQ Tel,7461,185139,Tel
294.9371893,33.97895124,6.09,HIP 96724,-,-,7481,185837,Cyg
294.9560716,-23.42768201,6.321,HIP 96729,-,53 Sgr,7470,185404,Sgr
294.9674247,-66.68550653,6.37,HIP 96734,-,-,7435,184586,Pav
294.99879,-30.96475,6.49,-,-,M 55,-,-,Sgr
295.0241305,18.01389073,4.38,HIP 96757,Sham,α Sagittae,7479,185758,Sge
295.0298533,-23.42908431,5.957,HIP 96760,-,218 G. Sgr,7473,185467,Sgr
295.0549851,60.50711018,6.5,HIP 96771,-,-,7500,186340,Dra
295.0779977,-54.41778935,6.26,HIP 96781,-,-,7459,185075,Tel
295.1714586,43.07782532,6.16,HIP 96805,-,-,7492,186121,Cyg
295.1804876,-0.621222882,5.637,HIP 96807,-,45 Aql,7480,185762,Aql
295.1807626,-16.29327066,5.296,HIP 96808,-,54 Sgr,7476,185644,Sgr
295.2090977,45.52494115,5.06,HIP 96825,-,-,7495,186155,Cyg
295.2622456,17.47604241,4.38,HIP 96837,-,β Sagittae,7488,185958,Sge
295.2730346,13.81568061,5.99,HIP 96840,-,QS Aql,7486,185936,Aql
295.311037,22.45277316,6.391,HIP 96856,-,-,7490,186021,Vul
295.4052714,-65.85441414,6.074,HIP 96882,-,-,7455,184996,Pav
295.4539729,50.52506098,5.95,HIP 96895,-,16 Cyg A,7503,186408,Cyg
295.4665528,50.51752473,6.2,HIP 96901,-,16 Cyg,7504,186427,Cyg
295.4900577,40.25416837,6.22,HIP 96907,-,-,7499,186307,Cyg
295.5121756,-9.193655841,6.29,HIP 96917,-,71 G. Aql,-,185966,Aql
295.5172792,55.46322155,6.48,HIP 96919,-,V1351 Cyg,7509,186532,Cyg
295.5533847,12.19326129,6.321,HIP 96931,-,46 Aql,7493,186122,Aql
295.6297208,-16.12399803,5.045,HIP 96950,-,55 Sgr,7489,186005,Sgr
295.6417012,11.82658397,5.31,HIP 96957,-,χ Aquilae,7497,186203,Aql
295.6417025,11.82658168,5.66,HIP 96957,-,* chi Aql A,7497,186203,Aql
295.6858583,32.42674231,5.925,HIP 96977,-,-,7502,186377,Cyg
295.789991,30.67789071,6.075,HIP 97028,-,-,7505,186440,Cyg
295.7948607,38.67171431,6.36,HIP 97029,-,-,-,186506,Cyg
295.8100776,58.01661719,6.295,HIP 97033,-,-,7522,186760,Cyg
295.8897822,-15.47002115,5.49,HIP 97063,-,226 G. Sgr,7496,186185,Sgr
295.906743,-37.53876518,6.131,HIP 97067,-,224 G. Sgr,7491,186042,Sgr
295.9145678,57.04271593,6.282,HIP 97070,-,-,7526,186815,Cyg
295.9288197,25.77192019,5.497,HIP 97077,-,10 Vul,7506,186486,Vul
295.9379023,41.77311102,5.84,HIP 97081,-,-,7514,186619,Cyg
295.9643813,34.16272473,6.053,HIP 97087,-,-,7512,186568,Cyg
295.9832173,27.13540548,6.364,HIP 97091,-,PS Vul,7508,186518,Vul
296.0691883,37.35435615,4.887,HIP 97118,-,15 Cyg,7517,186675,Cyg
296.0767408,69.33706261,5.899,HIP 97122,-,-,7545,187340,Dra
296.1424609,13.30277756,6.243,HIP 97139,-,ψ Aquilae,7511,186547,Aql
296.1590542,34.41416252,6.35,HIP 97142,-,V2090 Cyg,7520,186702,Cyg
296.1720716,8.726535868,6.428,HIP 97144,-,75 G. Aql,-,186535,Aql
296.2030589,29.2646932,6.44,HIP 97150,-,-,7518,186688,Cyg
296.204332,40.7168042,6.37,HIP 97151,-,V973 Cyg,7523,186776,Cyg
296.2432649,45.13041173,6.23,-,-,* del Cyg B,-,-,Cyg
296.2436606,45.13081002,2.87,HIP 97165,Fawaris,δ Cygni,7528,186882,Cyg
296.4152295,36.09102929,6.379,HIP 97228,-,-,7529,186901,Cyg
296.4164467,7.613157315,5.91,HIP 97229,-,υ Aquilae,7519,186689,Aql
296.4639828,35.0127518,6.098,HIP 97242,-,-,7530,186927,Cyg
296.4676395,-2.883455854,6.48,HIP 97244,-,77 G. Aql,7516,186660,Aql
296.5051047,-31.90856839,5.512,HIP 97260,-,228 G. Sgr,7507,186500,Sgr
